output/AVL_input_seq_100_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.000021,100,0.000007
0.000098,100,0.000030
0.000098,100,0.000030
0.000021,100,0.000006
0.000025,100,0.000008
0.000028,100,0.000021
0.000060,100,0.000014
0.000050,100,0.000014
0.000078,100,0.000024
0.000097,100,0.000030
0.000098,100,0.000029
0.000098,100,0.000030
0.000097,100,0.000031
0.000098,100,0.000030
0.000097,100,0.000030
0.000097,100,0.000031
0.000096,100,0.000031
0.000098,100,0.000032
0.000097,100,0.000031
0.000097,100,0.000031
0.000098,100,0.000030
0.000097,100,0.000030
0.000097,100,0.000031
0.000096,100,0.000030
0.000141,100,0.000029
0.000097,100,0.000031
0.000099,100,0.000031
0.000097,100,0.000030
0.000096,100,0.000031
0.000096,100,0.000030
